Date,Symbol,Strategy,InstrumentToken,Qty,ENTRY_trigger_type,ENTRY_trigger_price,STOPLOSS_trigger_price,TARGET_trigger_price,R,ATR14,RSI14,RSI_Above50,RSI_Overbought,MACD_Line,MACD_Signal,MACD_Hist,MACD_CrossUp,MACD_AboveZero,RSI_MACD_Confirm_D,RSI_MACD_Confirmations_OK,RSI_MACD_Notes,RSI14_Status,GoldenBull_Flag,GoldenBear_Flag,GoldenBull_Date,GoldenBear_Date,Trend_OK,RS_Leader_Flag,AVWAP60,EMA20,EMA50,Close,Entry_Logic,Stop_Logic,Target_Logic,Notes,Explanation,DecisionConfidence,CI_low,CI_high,OOS_WinRate,OOS_ExpectancyR,Trades_OOS,CoverageNote,Confidence_Reason,Ensemble_Count,Ensemble_PassedModules,PlaceGTT,NoTradeReason,Audit_Flag,Issues,Fix_Suggestion,Pivot_Source,Entry_Logic,Stop_Logic,Target_Logic,Latest_Close,Latest_LTP,Delta_vs_Pivot_pct,Canonical_Entry,Canonical_Stop,Canonical_Target,ATR_Used,Risk_Amount
2026-01-08,BIKAJI,CompositeScore,NSE_EQ|INE00E101023,42,BELOW,733.3,709.76,780.38,2.0,15.693,37.71,False,False,0.2324,4.4737,-4.2413,False,True,False,False,RSI/MACD fail,Neutral,0,0,2024-08-27,,0,0,724.2,733.3,732.06,720.05,Pullback Entry: Below EMA20 733.30,EMA50-based stop: ₹732.06,2R target from entry,,"Selected via CompositeScore fallback (no active signals): ranked by score using RS_ROC20, RVOL20, Trend_OK, breakout flags. Entry=733.30 (BELOW), Stop=709.76 (ATR×1.5), Target=780.38 (2R). RSI(14) ≥50 (bullish bias), MACD cross↑ & above zero with rising histogram; breakout at Don",0.21783283667618594,0.15308857826724617,0.30512417528187064,0.21480665213143352,-1.4643095912320563,7232,Ensemble,"Composite ensemble of 3 strategies (weighted by OOS trades×reliability); calibrated=21.78%, CI=[15.31%, 30.51%]; total OOS trades=7232.",1,TSM,False,EnsembleVote<2;RegimeFail;RS_Not_Leader;RSI_MACD_Confirm_Fail;LowConfidence(0.22),PASS,,,Close,Entry at Close (720.05),Stop 1.5x ATR below entry (ATR=15.69),Target 2.0R from entry (Risk=23.55),720.05,720.05,1.8401499895840567,720.0500000000001,696.5,767.1500000000001,15.692857142857138,23.550000000000068
2026-01-08,PHARMABEES,CompositeScore,NSE_EQ|INF204KC1089,953,BELOW,23.35,22.3,25.45,2.0,0.699,68.75,True,False,0.0895,0.044,0.0455,False,True,False,False,RSI/MACD fail,Neutral,0,0,2025-04-23,2025-04-09,1,1,23.21,23.35,23.2,23.86,Pullback Entry: Below EMA20 23.35,EMA50-based stop: ₹23.2,2R target from entry,,"Selected via CompositeScore fallback (no active signals): ranked by score using RS_ROC20, RVOL20, Trend_OK, breakout flags. Entry=23.35 (BELOW), Stop=22.30 (ATR×1.5), Target=25.45 (2R). RSI(14) ≥50 (bullish bias), MACD cross↑ & above zero with rising histogram; breakout at Donchi",0.21783283667618594,0.15308857826724617,0.30512417528187064,0.21480665213143352,-1.4643095912320563,7232,Ensemble,"Composite ensemble of 3 strategies (weighted by OOS trades×reliability); calibrated=21.78%, CI=[15.31%, 30.51%]; total OOS trades=7232.",1,TSM,False,EnsembleVote<2;RSI_MACD_Confirm_Fail;LowConfidence(0.22);Audit_FAIL,FAIL,ENTRY deviates 2.1% from canonical (23.85),Use canonical ENTRY=23.85 from Close; Ensure all prices are tick-rounded to NSE EQ standard (₹0.05),Close,Entry at Close (23.86),Stop 1.5x ATR below entry (ATR=0.70),Target 2.0R from entry (Risk=1.05),23.86,23.86,-2.1374685666387174,23.85,22.8,25.950000000000003,0.6992857142858107,1.0500000000000007
2026-01-08,ITIETF,CompositeScore,NSE_EQ|INF109KC16I6,902,BELOW,41.9,40.79,44.12,2.0,0.739,55.16,True,False,0.2069,0.3319,-0.125,False,True,False,False,RSI/MACD fail,Neutral,0,0,2025-12-15,2025-03-12,1,0,40.97,41.9,41.18,42.38,Pullback Entry: Below EMA20 41.90,EMA50-based stop: ₹41.18,2R target from entry,,"Selected via CompositeScore fallback (no active signals): ranked by score using RS_ROC20, RVOL20, Trend_OK, breakout flags. Entry=41.90 (BELOW), Stop=40.79 (ATR×1.5), Target=44.12 (2R). RSI(14) ≥50 (bullish bias), MACD cross↑ & above zero with rising histogram; breakout at Donchi",0.21783283667618594,0.15308857826724617,0.30512417528187064,0.21480665213143352,-1.4643095912320563,7232,Ensemble,"Composite ensemble of 3 strategies (weighted by OOS trades×reliability); calibrated=21.78%, CI=[15.31%, 30.51%]; total OOS trades=7232.",0,,False,EnsembleVote<2;RS_Not_Leader;RSI_MACD_Confirm_Fail;LowConfidence(0.22),PASS,,,Close,Entry at Close (42.38),Stop 1.5x ATR below entry (ATR=0.74),Target 2.0R from entry (Risk=1.10),42.38,42.38,-1.132609721566786,42.400000000000006,41.300000000000004,44.6,0.7385714285715262,1.1000000000000014
2026-01-08,CGCL,CompositeScore,NSE_EQ|INE180C01042,137,BELOW,183.85,176.57,198.43,2.0,4.857,59.53,True,False,-0.5246,-1.8712,1.3466,False,False,False,False,RSI/MACD fail,Neutral,0,0,2025-10-31,2025-12-09,0,0,195.77,183.85,186.38,184.55,Pullback Entry: Below EMA20 183.85,EMA50-based stop: ₹186.38,2R target from entry,,"Selected via CompositeScore fallback (no active signals): ranked by score using RS_ROC20, RVOL20, Trend_OK, breakout flags. Entry=183.85 (BELOW), Stop=176.57 (ATR×1.5), Target=198.43 (2R). RSI(14) ≥50 (bullish bias), MACD cross↑ & above zero with rising histogram; breakout at Don",0.21783283667618594,0.15308857826724617,0.30512417528187064,0.21480665213143352,-1.4643095912320563,7232,Ensemble,"Composite ensemble of 3 strategies (weighted by OOS trades×reliability); calibrated=21.78%, CI=[15.31%, 30.51%]; total OOS trades=7232.",1,TSM,False,EnsembleVote<2;RegimeFail;RS_Not_Leader;RSI_MACD_Confirm_Fail;LowConfidence(0.22),PASS,,,Close,Entry at Close (184.55),Stop 1.5x ATR below entry (ATR=4.86),Target 2.0R from entry (Risk=7.30),184.55,184.55,-0.3793010024383728,184.55,177.25,199.15,4.857142857142853,7.300000000000011
2026-01-08,NIFTYBETF,CompositeScore,NSE_EQ|INF0QA701722,319,BELOW,266.43,263.3,272.69,2.0,2.085,61.94,True,False,0.7617,0.6622,0.0995,False,True,False,False,RSI/MACD fail,Neutral,0,0,2025-06-16,2024-09-20,1,0,264.4,266.43,264.63,266.96,Pullback Entry: Below EMA20 266.43,EMA50-based stop: ₹264.63,2R target from entry,,"Selected via CompositeScore fallback (no active signals): ranked by score using RS_ROC20, RVOL20, Trend_OK, breakout flags. Entry=266.43 (BELOW), Stop=263.30 (ATR×1.5), Target=272.69 (2R). RSI(14) ≥50 (bullish bias), MACD cross↑ & above zero with rising histogram; breakout at Don",0.21783283667618594,0.15308857826724617,0.30512417528187064,0.21480665213143352,-1.4643095912320563,7232,Ensemble,"Composite ensemble of 3 strategies (weighted by OOS trades×reliability); calibrated=21.78%, CI=[15.31%, 30.51%]; total OOS trades=7232.",1,TSM,False,EnsembleVote<2;RS_Not_Leader;RSI_MACD_Confirm_Fail;LowConfidence(0.22),PASS,,,Close,Entry at Close (266.96),Stop 1.5x ATR below entry (ATR=2.09),Target 2.0R from entry (Risk=3.15),266.96,266.96,-0.19853161522324422,266.95,263.8,273.25,2.0850000000000892,3.1499999999999773
2026-01-08,HCLTECH,CompositeScore,NSE_EQ|INE860A01027,22,BELOW,1639.3,1594.02,1729.86,2.0,30.186,48.38,False,False,0.6426,6.7206,-6.078,False,True,False,False,RSI/MACD fail,Neutral,0,0,2025-11-25,2025-08-13,1,0,1599.3,1639.3,1614.38,1647.7,Pullback Entry: Below EMA20 1639.30,EMA50-based stop: ₹1614.38,2R target from entry,,"Selected via CompositeScore fallback (no active signals): ranked by score using RS_ROC20, RVOL20, Trend_OK, breakout flags. Entry=1639.30 (BELOW), Stop=1594.02 (ATR×1.5), Target=1729.86 (2R). RSI(14) ≥50 (bullish bias), MACD cross↑ & above zero with rising histogram; breakout at ",0.21783283667618594,0.15308857826724617,0.30512417528187064,0.21480665213143352,-1.4643095912320563,7232,Ensemble,"Composite ensemble of 3 strategies (weighted by OOS trades×reliability); calibrated=21.78%, CI=[15.31%, 30.51%]; total OOS trades=7232.",0,,False,EnsembleVote<2;RS_Not_Leader;RSI_MACD_Confirm_Fail;LowConfidence(0.22),PASS,,,Close,Entry at Close (1647.70),Stop 1.5x ATR below entry (ATR=30.19),Target 2.0R from entry (Risk=45.30),1647.7,1647.7,-0.5098015415427621,1647.7,1602.4,1738.3000000000002,30.185714285714425,45.299999999999955
2026-01-08,PVTBANIETF,CompositeScore,NSE_EQ|INF109KC18U7,1660,BELOW,28.87,28.27,30.07,2.0,0.401,75.44,True,True,0.1153,0.077,0.0382,False,True,False,False,RSI/MACD fail,Overbought,0,0,,2024-08-30,0,0,28.69,28.87,28.62,29.13,Pullback Entry: Below EMA20 28.87,EMA50-based stop: ₹28.62,2R target from entry,,"Selected via CompositeScore fallback (no active signals): ranked by score using RS_ROC20, RVOL20, Trend_OK, breakout flags. Entry=28.87 (BELOW), Stop=28.27 (ATR×1.5), Target=30.07 (2R). RSI(14) ≥50 (bullish bias), MACD cross↑ & above zero with rising histogram; breakout at Donchi",0.21783283667618594,0.15308857826724617,0.30512417528187064,0.21480665213143352,-1.4643095912320563,7232,Ensemble,"Composite ensemble of 3 strategies (weighted by OOS trades×reliability); calibrated=21.78%, CI=[15.31%, 30.51%]; total OOS trades=7232.",1,TSM,False,EnsembleVote<2;RegimeFail;RS_Not_Leader;RSI_MACD_Confirm_Fail;LowConfidence(0.22),PASS,,,Close,Entry at Close (29.13),Stop 1.5x ATR below entry (ATR=0.40),Target 2.0R from entry (Risk=0.60),29.13,29.13,-0.8925506350840989,29.150000000000002,28.55,30.35,0.40142857142866867,0.6000000000000014
2026-01-08,BRITANNIA,CompositeScore,NSE_EQ|INE216A01030,6,BELOW,6027.24,5880.08,6321.56,2.0,98.107,58.97,True,False,45.5886,37.3347,8.2539,False,True,False,False,RSI/MACD fail,Neutral,0,0,2024-08-26,,1,1,5945.94,6027.24,5969.85,6185.0,Pullback Entry: Below EMA20 6027.24,EMA50-based stop: ₹5969.85,2R target from entry,,"Selected via CompositeScore fallback (no active signals): ranked by score using RS_ROC20, RVOL20, Trend_OK, breakout flags. Entry=6027.24 (BELOW), Stop=5880.08 (ATR×1.5), Target=6321.56 (2R). RSI(14) ≥50 (bullish bias), MACD cross↑ & above zero with rising histogram; breakout at ",0.21783283667618594,0.15308857826724617,0.30512417528187064,0.21480665213143352,-1.4643095912320563,7232,Ensemble,"Composite ensemble of 3 strategies (weighted by OOS trades×reliability); calibrated=21.78%, CI=[15.31%, 30.51%]; total OOS trades=7232.",1,TSM,False,EnsembleVote<2;RSI_MACD_Confirm_Fail;LowConfidence(0.22);Audit_FAIL,FAIL,ENTRY deviates 2.6% from canonical (6185.00),Use canonical ENTRY=6185.00 from Close; Ensure all prices are tick-rounded to NSE EQ standard (₹0.05),Close,Entry at Close (6185.00),Stop 1.5x ATR below entry (ATR=98.11),Target 2.0R from entry (Risk=147.15),6185.0,6185.0,-2.5506871463217498,6185.0,6037.85,6479.3,98.10714285714286,147.14999999999964
2026-01-08,DMART,CompositeScore,NSE_EQ|INE192R01011,8,BELOW,3795.66,3683.55,4019.89,2.0,74.743,51.32,True,False,-62.9669,-69.4886,6.5217,True,False,False,False,RSI/MACD fail,Neutral,0,0,2024-08-30,2025-12-18,0,0,3967.56,3795.66,3934.86,3841.6,Pullback Entry: Below EMA20 3795.66,EMA50-based stop: ₹3934.86,2R target from entry,,"Selected via CompositeScore fallback (no active signals): ranked by score using RS_ROC20, RVOL20, Trend_OK, breakout flags. Entry=3795.66 (BELOW), Stop=3683.55 (ATR×1.5), Target=4019.89 (2R). RSI(14) ≥50 (bullish bias), MACD cross↑ & above zero with rising histogram; breakout at ",0.21783283667618594,0.15308857826724617,0.30512417528187064,0.21480665213143352,-1.4643095912320563,7232,Ensemble,"Composite ensemble of 3 strategies (weighted by OOS trades×reliability); calibrated=21.78%, CI=[15.31%, 30.51%]; total OOS trades=7232.",1,TSM,False,EnsembleVote<2;RegimeFail;RS_Not_Leader;RSI_MACD_Confirm_Fail;LowConfidence(0.22),PASS,,,Close,Entry at Close (3841.60),Stop 1.5x ATR below entry (ATR=74.74),Target 2.0R from entry (Risk=112.10),3841.6,3841.6,-1.1958558933777608,3841.6000000000004,3729.5,4065.8,74.74285714285718,112.10000000000036
2026-01-08,HDFCBANK,CompositeScore,NSE_EQ|INE040A01034,51,BELOW,985.44,965.86,1024.6,2.0,13.054,30.89,False,False,-6.3643,-2.3797,-3.9846,False,False,False,False,RSI/MACD fail,Neutral,0,0,,2024-08-28,0,0,991.36,985.44,988.77,949.05,Pullback Entry: Below EMA20 985.44,EMA50-based stop: ₹988.77,2R target from entry,,"Selected via CompositeScore fallback (no active signals): ranked by score using RS_ROC20, RVOL20, Trend_OK, breakout flags. Entry=985.44 (BELOW), Stop=965.86 (ATR×1.5), Target=1024.60 (2R). RSI(14) ≥50 (bullish bias), MACD cross↑ & above zero with rising histogram; breakout at Do",0.21783283667618594,0.15308857826724617,0.30512417528187064,0.21480665213143352,-1.4643095912320563,7232,Ensemble,"Composite ensemble of 3 strategies (weighted by OOS trades×reliability); calibrated=21.78%, CI=[15.31%, 30.51%]; total OOS trades=7232.",1,TSM,False,EnsembleVote<2;RegimeFail;RS_Not_Leader;RSI_MACD_Confirm_Fail;LowConfidence(0.22);Audit_FAIL,FAIL,ENTRY deviates 3.8% from canonical (949.05),Use canonical ENTRY=949.05 from Close; Ensure all prices are tick-rounded to NSE EQ standard (₹0.05),Close,Entry at Close (949.05),Stop 1.5x ATR below entry (ATR=13.05),Target 2.0R from entry (Risk=19.60),949.05,949.05,3.8343606764659506,949.0500000000001,929.45,988.25,13.053571428571518,19.600000000000023
2026-01-08,SENSEXIETF,CompositeScore,NSE_EQ|INF346A01034,76,BELOW,972.37,959.37,998.37,2.0,8.666,57.36,True,False,1.5122,1.5826,-0.0704,False,True,False,False,RSI/MACD fail,Neutral,0,0,,,1,0,969.82,972.37,966.69,972.55,Pullback Entry: Below EMA20 972.37,EMA50-based stop: ₹966.69,2R target from entry,,"Selected via CompositeScore fallback (no active signals): ranked by score using RS_ROC20, RVOL20, Trend_OK, breakout flags. Entry=972.37 (BELOW), Stop=959.37 (ATR×1.5), Target=998.37 (2R). RSI(14) ≥50 (bullish bias), MACD cross↑ & above zero with rising histogram; breakout at Don",0.21783283667618594,0.15308857826724617,0.30512417528187064,0.21480665213143352,-1.4643095912320563,7232,Ensemble,"Composite ensemble of 3 strategies (weighted by OOS trades×reliability); calibrated=21.78%, CI=[15.31%, 30.51%]; total OOS trades=7232.",1,TSM,False,EnsembleVote<2;RS_Not_Leader;RSI_MACD_Confirm_Fail;LowConfidence(0.22),PASS,,,Close,Entry at Close (972.55),Stop 1.5x ATR below entry (ATR=8.67),Target 2.0R from entry (Risk=13.00),972.55,972.55,-0.018508045858819596,972.5500000000001,959.5500000000001,998.5500000000001,8.665714285714378,13.0
2026-01-08,FMCGIETF,CompositeScore,NSE_EQ|INF109KC19V3,753,BELOW,58.23,56.91,60.88,2.0,0.884,38.0,False,False,-0.423,-0.2633,-0.1598,False,False,False,False,RSI/MACD fail,Neutral,0,0,,2024-08-26,0,0,58.51,58.23,58.72,57.28,Pullback Entry: Below EMA20 58.23,EMA50-based stop: ₹58.72,2R target from entry,,"Selected via CompositeScore fallback (no active signals): ranked by score using RS_ROC20, RVOL20, Trend_OK, breakout flags. Entry=58.23 (BELOW), Stop=56.91 (ATR×1.5), Target=60.88 (2R). RSI(14) ≥50 (bullish bias), MACD cross↑ & above zero with rising histogram; breakout at Donchi",0.21783283667618594,0.15308857826724617,0.30512417528187064,0.21480665213143352,-1.4643095912320563,7232,Ensemble,"Composite ensemble of 3 strategies (weighted by OOS trades×reliability); calibrated=21.78%, CI=[15.31%, 30.51%]; total OOS trades=7232.",1,TSM,False,EnsembleVote<2;RegimeFail;RS_Not_Leader;RSI_MACD_Confirm_Fail;LowConfidence(0.22),PASS,,,Close,Entry at Close (57.28),Stop 1.5x ATR below entry (ATR=0.88),Target 2.0R from entry (Risk=1.35),57.28,57.28,1.6585195530726182,57.300000000000004,55.95,60.0,0.8842857142857464,1.3500000000000014
2026-01-08,GLENMARK,CompositeScore,NSE_EQ|INE935A01035,15,BELOW,2018.16,1954.05,2146.39,2.0,42.743,76.75,True,True,37.8135,31.8882,5.9253,False,True,False,False,RSI/MACD fail,Overbought,0,0,2025-07-15,,1,1,1912.82,2018.16,1972.21,2113.1,Pullback Entry: Below EMA20 2018.16,EMA50-based stop: ₹1972.21,2R target from entry,,"Selected via CompositeScore fallback (no active signals): ranked by score using RS_ROC20, RVOL20, Trend_OK, breakout flags. Entry=2018.16 (BELOW), Stop=1954.05 (ATR×1.5), Target=2146.39 (2R). RSI(14) ≥50 (bullish bias), MACD cross↑ & above zero with rising histogram; breakout at ",0.21783283667618594,0.15308857826724617,0.30512417528187064,0.21480665213143352,-1.4643095912320563,7232,Ensemble,"Composite ensemble of 3 strategies (weighted by OOS trades×reliability); calibrated=21.78%, CI=[15.31%, 30.51%]; total OOS trades=7232.",1,TSM,False,EnsembleVote<2;RSI_MACD_Confirm_Fail;LowConfidence(0.22);Audit_FAIL,FAIL,ENTRY deviates 4.5% from canonical (2113.10),Use canonical ENTRY=2113.10 from Close; Ensure all prices are tick-rounded to NSE EQ standard (₹0.05),Close,Entry at Close (2113.10),Stop 1.5x ATR below entry (ATR=42.74),Target 2.0R from entry (Risk=64.10),2113.1,2113.1,-4.492925086365995,2113.1,2049.0,2241.3,42.742857142857346,64.09999999999991
2026-01-08,BSOFT,CompositeScore,NSE_EQ|INE836A01035,50,BELOW,430.17,410.4,469.7,2.0,13.179,55.77,True,False,6.5813,9.2776,-2.6963,False,True,False,False,RSI/MACD fail,Neutral,0,0,2025-12-17,2025-07-31,1,0,400.07,430.17,413.78,443.4,Pullback Entry: Below EMA20 430.17,EMA50-based stop: ₹413.78,2R target from entry,,"Selected via CompositeScore fallback (no active signals): ranked by score using RS_ROC20, RVOL20, Trend_OK, breakout flags. Entry=430.17 (BELOW), Stop=410.40 (ATR×1.5), Target=469.70 (2R). RSI(14) ≥50 (bullish bias), MACD cross↑ & above zero with rising histogram; breakout at Don",0.21783283667618594,0.15308857826724617,0.30512417528187064,0.21480665213143352,-1.4643095912320563,7232,Ensemble,"Composite ensemble of 3 strategies (weighted by OOS trades×reliability); calibrated=21.78%, CI=[15.31%, 30.51%]; total OOS trades=7232.",0,,False,EnsembleVote<2;RS_Not_Leader;RSI_MACD_Confirm_Fail;LowConfidence(0.22);Audit_FAIL,FAIL,ENTRY deviates 3.0% from canonical (443.40),Use canonical ENTRY=443.40 from Close; Ensure all prices are tick-rounded to NSE EQ standard (₹0.05),Close,Entry at Close (443.40),Stop 1.5x ATR below entry (ATR=13.18),Target 2.0R from entry (Risk=19.75),443.4,443.4,-2.9837618403247546,443.40000000000003,423.65000000000003,482.90000000000003,13.178571428571432,19.75
2026-01-08,CARBORUNIV,CompositeScore,NSE_EQ|INE120A01034,32,BELOW,851.66,821.1,912.79,2.0,20.375,37.95,False,False,-7.9349,-7.1629,-0.772,False,False,False,False,RSI/MACD fail,Neutral,0,0,,,0,0,869.71,851.66,868.87,823.5,Pullback Entry: Below EMA20 851.66,EMA50-based stop: ₹868.87,2R target from entry,,"Selected via CompositeScore fallback (no active signals): ranked by score using RS_ROC20, RVOL20, Trend_OK, breakout flags. Entry=851.66 (BELOW), Stop=821.10 (ATR×1.5), Target=912.79 (2R). RSI(14) ≥50 (bullish bias), MACD cross↑ & above zero with rising histogram; breakout at Don",0.21783283667618594,0.15308857826724617,0.30512417528187064,0.21480665213143352,-1.4643095912320563,7232,Ensemble,"Composite ensemble of 3 strategies (weighted by OOS trades×reliability); calibrated=21.78%, CI=[15.31%, 30.51%]; total OOS trades=7232.",0,,False,EnsembleVote<2;RegimeFail;RS_Not_Leader;RSI_MACD_Confirm_Fail;LowConfidence(0.22);Audit_FAIL,FAIL,ENTRY deviates 3.4% from canonical (823.50),Use canonical ENTRY=823.50 from Close; Ensure all prices are tick-rounded to NSE EQ standard (₹0.05),Close,Entry at Close (823.50),Stop 1.5x ATR below entry (ATR=20.37),Target 2.0R from entry (Risk=30.55),823.5,823.5,3.419550698239219,823.5,792.95,884.6,20.374999999999993,30.549999999999955
